"Player","Team","Position","Rk","Status","Opponent","FPts","FP/G","Bye","% Owned"
"Darron Lee","(N/A)","LB","317","W (Wed)","Bye","38.75","2.42","","0%"
"Damion Square","(N/A)","DT","318","W (Wed)","Bye","38.75","2.42","","0%"
"Jaylen Watkins","HOU","S","319","W (Wed)","Bye","38.75","2.77","null","0%"
"Charles Clay","(N/A)","TE","320","FA","Bye","38.7","2.58","","6%"
"Dontari Poe","DAL","DT","321","W (Wed)","Bye","38.5","3.5","null","25%"
"Terrance Mitchell","CLE","CB","322","W (Wed)","Bye","38.25","2.55","null","0%"
"Malik Turner","SEA","WR","323","FA","Bye","38","2.53","null","12%"
"Jonathan Williams","(N/A)","RB","324","FA","Bye","37.9","4.21","","6%"
"Diontae Spencer","DEN","WR","325","FA","Bye","37.9","2.37","null","0%"
"Ronald Blair III","SF","DT","326","W (Wed)","Bye","37.75","4.19","null","25%"
"Tedric Thompson","(N/A)","S","327","W (Wed)","Bye","37.75","6.29","","0%"
"Marvin Hall","DET","WR","328","FA","Bye","37.7","4.19","null","6%"
"Corey Ballentine","NYG","CB","329","W (Wed)","Bye","37.5","2.88","null","0%"
"T.J. Edwards","PHI","LB","330","W (Wed)","Bye","37.5","2.34","null","0%"
"D.J. Jones","SF","DT","331","W (Wed)","Bye","37.5","3.41","null","0%"
"Isaiah Ford","MIA","WR","332","FA","Bye","37.3","4.66","null","12%"
"Carlos Watkins","HOU","DE","333","W (Wed)","Bye","37.25","3.73","null","0%"
"Sam Beal","NYG","CB","334","W (Wed)","Bye","37","6.17","null","0%"
"Josh Tupou","CIN","DT","335","W (Wed)","Bye","37","2.31","null","0%"
"P.J. Hall","LV","DT","336","W (Wed)","Bye","36.62","2.29","null","0%"
"KeeSean Johnson","ARI","WR","337","FA","Bye","36.5","3.65","null","24%"
"Rashad Fenton","KC","CB","338","W (Wed)","Bye","36.5","3.04","null","0%"
"Brandon Mebane","(N/A)","DT","339","W (Wed)","Bye","36.5","2.81","","0%"
"Reshad Jones","(N/A)","S","340","W (Wed)","Bye","36.25","9.06","","0%"
"Jamar Taylor","(N/A)","CB","341","W (Wed)","Bye","36.25","3.02","","0%"
"Charles Omenihu","HOU","DE","342","W (Wed)","Bye","36","2.57","null","25%"
"Xavien Howard","MIA","CB","343","W (Wed)","Bye","35.75","7.15","null","50%"
"Justin Watson","TB","WR","344","FA","Bye","35.55","2.22","null","24%"
"Mark Walton","(N/A)","RB","345","FA","Bye","35.5","5.07","","6%"
"Branden Jackson","SEA","DE","346","W (Wed)","Bye","35.5","2.37","null","0%"
"Zay Jones","LV","WR","347","FA","Bye","35.4","2.36","null","18%"
"Allen Bailey","ATL","DE","348","W (Wed)","Bye","35.25","2.35","null","0%"
"Eric Murray","HOU","S","349","W (Wed)","Bye","35.25","3.92","null","0%"
"Deone Bucannon","(N/A)","LB","350","W (Wed)","Bye","35","2.5","","0%"
"Travin Howard","LAR","LB","351","W (Wed)","Bye","35","2.19","null","0%"
"Matt Schaub","ATL","QB","352","FA","Bye","34.9","5.82","null","0%"
"Trent Harris","MIA","LB","353","W (Wed)","Bye","34.88","3.17","null","0%"
"Bennie Fowler III","(N/A)","WR","354","FA","Bye","34.8","4.35","","0%"
"Brandon Allen","(N/A)","QB","355","FA","Bye","34.5","11.5","","0%"
"Pernell McPhee","(N/A)","LB","356","W (Wed)","Bye","34.5","4.93","","0%"
"Avery Moss","MIA","DE","357","W (Wed)","Bye","34.5","3.14","null","0%"
"James O'Shaughnessy","JAX","TE","358","FA","Bye","34.3","6.86","null","12%"
"Austin Johnson","NYG","DT","359","W (Wed)","Bye","34.25","2.14","null","0%"
"Scotty Miller","TB","WR","360","FA","Bye","34.1","3.41","null","29%"
"Henry Anderson","NYJ","DT","361","W (Wed)","Bye","34","2.62","null","0%"
"Brandon Dunn","HOU","DT","362","W (Wed)","Bye","34","2.12","null","0%"
"Justin Hollins","DEN","LB","363","W (Wed)","Bye","34","2.27","null","0%"
"Jake Kumerow","GB","WR","364","FA","Bye","33.9","2.42","null","18%"
"Anthony Brown","DAL","CB","365","W (Wed)","Bye","33.75","3.75","null","0%"
"Tony Jefferson","BAL","S","366","W (Wed)","Bye","33.75","6.75","null","0%"
"Maxx Williams","ARI","TE","367","FA","Bye","33.7","2.11","null","18%"
"Javon Wims","CHI","WR","368","FA","Bye","33.6","2.1","null","12%"
"Anthony Firkser","TEN","TE","369","FA","Bye","33.4","2.23","null","0%"
"Kris Boyd","MIN","CB","370","W (Wed)","Bye","33.25","2.08","null","0%"
"Kam Kelly","(N/A)","CB","371","W (Wed)","Bye","33.25","2.38","","0%"
"Reggie Gilbert","TEN","LB","372","W (Wed)","Bye","32.75","2.98","null","0%"
"Mike Pennel","KC","DT","373","W (Wed)","Bye","32.75","4.09","null","0%"
"Khalen Saunders","KC","DT","374","W (Wed)","Bye","32.75","2.73","null","0%"
"Damion Ratley","CLE","WR","375","FA","Bye","32.6","2.51","null","6%"
"Adrian Colbert","MIA","S","376","W (Wed)","Bye","32.5","5.42","null","0%"
"Efe Obada","CAR","DE","377","W (Wed)","Bye","32.5","2.03","null","0%"
"Kevin Peterson","(N/A)","CB","378","W (Wed)","Bye","32.5","2.32","","0%"
"Marquise Goodwin","SF","WR","379","FA","Bye","32.1","3.57","null","12%"
"Duke Dawson Jr.","DEN","CB","380","W (Wed)","Bye","32","2.29","null","0%"
"Kamu Grugier-Hill","MIA","LB","381","W (Wed)","Bye","32","3.2","null","0%"
"Nate Orchard","WAS","LB","382","W (Wed)","Bye","32","6.4","null","0%"
"Antwaun Woods","DAL","DT","383","W (Wed)","Bye","32","3.2","null","0%"
"Reggie Bonnafon","CAR","RB","384","FA","Bye","31.85","1.99","null","18%"
"Solomon Thomas","SF","DE","385","W (Wed)","Bye","31.75","1.98","null","25%"
"C.J. Ham","MIN","RB","386","FA","Bye","31.75","1.98","null","0%"
"Jonathan Bullard","ARI","DE","387","W (Wed)","Bye","31.62","3.51","null","0%"
"Kyler Fackrell","NYG","LB","388","W (Wed)","Bye","31.5","1.97","null","0%"
"Logan Thomas","WAS","TE","389","FA","Bye","31.3","1.96","null","0%"
"Antonio Hamilton","KC","CB","390","W (Wed)","Bye","31.25","1.95","null","0%"
"Delano Hill","SEA","S","391","W (Wed)","Bye","31.25","2.6","null","0%"
"Byron Pringle","KC","WR","392","FA","Bye","31.05","1.94","null","6%"
"Angelo Blackson","HOU","DE","393","W (Wed)","Bye","31","2.07","null","0%"
"J.T. Gray","NO","CB","394","W (Wed)","Bye","30.5","1.91","null","0%"
"Qadree Ollison","ATL","RB","395","FA","Bye","30.2","3.77","null","12%"
"Charles Harris","MIA","DE","396","W (Wed)","Bye","30.12","2.15","null","0%"
"Tony McRae","DET","CB","397","W (Wed)","Bye","30","1.88","null","0%"
"Jacob Martin","HOU","LB","398","W (Wed)","Bye","29.88","2.13","null","0%"
"Bilal Powell","(N/A)","RB","399","FA","Bye","29.7","2.28","","6%"
"Ryan Finley","CIN","QB","400","FA","Bye","29.66","9.89","null","0%"
"Marcedes Lewis","GB","TE","401","FA","Bye","29.1","1.82","null","6%"
"Tim Patrick","DEN","WR","402","FA","Bye","29.1","3.64","null","24%"
"Justin Hardy","(N/A)","WR","403","FA","Bye","29","1.81","","0%"
"Stephen Gostkowski","(N/A)","K","404","FA","Bye","29","7.25","","17%"
"Laquon Treadwell","ATL","WR","405","FA","Bye","28.9","2.22","null","12%"
"Walt Aikens","(N/A)","S","406","W (Wed)","Bye","28.75","1.92","","0%"
"Kentrell Brothers","(N/A)","LB","407","W (Wed)","Bye","28.75","2.21","","0%"
"Dan Arnold","ARI","TE","408","FA","Bye","28.7","5.74","null","6%"
"Duke Williams","BUF","WR","409","FA","Bye","28.6","7.15","null","6%"
"Ross Dwelley","SF","TE","410","FA","Bye","28.6","1.79","null","0%"
"Chris Lammons","KC","CB","411","W (Wed)","Bye","28.25","2.35","null","0%"
"Chase Daniel","DET","QB","412","FA","Bye","28","9.33","null","0%"
"Morgan Fox","(N/A)","DE","413","W (Wed)","Bye","28","1.75","","0%"
"Mike Nugent","(N/A)","K","414","FA","Bye","28","7","","0%"
"Myles Gaskin","MIA","RB","415","FA","Bye","27.9","3.99","null","12%"
"Braxton Berrios","NYJ","WR","416","FA","Bye","27.9","1.74","null","0%"
"D.J. Reed Jr.","SF","CB","417","W (Wed)","Bye","27.75","1.73","null","0%"
"Dorance Armstrong","DAL","DE","418","W (Wed)","Bye","27.5","1.83","null","0%"
"Kerry Hyder","SF","DE","419","W (Wed)","Bye","27.25","1.7","null","0%"
"Cairo Santos","(N/A)","K","420","FA","Bye","27","5.4","","0%"
"Kerrith Whyte Jr.","PIT","RB","421","FA","Bye","26.8","4.47","null","12%"
"Jerry Tillery","LAC","DT","422","W (Wed)","Bye","26.75","1.78","null","25%"
"Ben Banogu","IND","DE","423","W (Wed)","Bye","26.38","1.65","null","50%"
"Zach Kerr","CAR","DT","424","W (Wed)","Bye","26.25","2.19","null","0%"
"Akeem King","(N/A)","CB","425","W (Wed)","Bye","26.25","2.02","","0%"
"Josh Mauro","(N/A)","DE","426","W (Wed)","Bye","26.25","2.02","","0%"
"Ken Webster","MIA","CB","427","W (Wed)","Bye","26.25","3.28","null","0%"
"Armon Watts","MIN","DT","428","W (Wed)","Bye","26.12","3.73","null","0%"
"Brian Hoyer","NE","QB","429","FA","Bye","26.08","6.52","null","24%"
"Derek Carrier","LV","TE","430","FA","Bye","26","1.62","null","0%"
"Dylan Cole","HOU","LB","431","W (Wed)","Bye","25.75","2.34","null","0%"
"Matt LaCosse","NE","TE","432","FA","Bye","25.6","2.33","null","0%"
"Jaeden Graham","ATL","TE","433","FA","Bye","25.4","1.59","null","12%"
"Anthony Chickillo","(N/A)","LB","434","W (Wed)","Bye","25.12","2.28","","0%"
"Nick Vannett","DEN","TE","435","FA","Bye","25.1","1.57","null","6%"
"De'Anthony Thomas","BAL","WR","436","FA","Bye","25.05","1.79","null","0%"
"Amani Hooker","TEN","S","437","W (Wed)","Bye","25","1.56","null","25%"
"John Atkins","DET","DT","438","W (Wed)","Bye","25","2.08","null","0%"
"Briean Boddy-Calhoun","(N/A)","CB","439","W (Wed)","Bye","25","8.33","","0%"
"Vontaze Burfict","(N/A)","LB","440","W (Wed)","Bye","25","6.25","","0%"
"Adam Gotsis","(N/A)","DE","441","W (Wed)","Bye","25","2.78","","0%"
"Miles Killebrew","DET","S","442","W (Wed)","Bye","25","1.67","null","0%"
"Patrick Robinson","NO","CB","443","W (Wed)","Bye","25","2.27","null","0%"
"Ryan Succop","(N/A)","K","444","FA","Bye","25","4.17","","0%"
"Brent Urban","CHI","DE","445","W (Wed)","Bye","25","1.92","null","0%"
"C.J. Prosise","(N/A)","RB","446","FA","Bye","24.8","2.76","","6%"
"Andrew Van Ginkel","MIA","LB","447","W (Wed)","Bye","24.75","4.12","null","25%"
"Justin Bethel","NE","CB","448","W (Wed)","Bye","24.75","1.55","null","0%"
"Cody Davis","NE","S","449","W (Wed)","Bye","24.75","1.55","null","0%"
"Kenny Young","LAR","LB","450","W (Wed)","Bye","24.5","1.75","null","75%"
"Montravius Adams","GB","DT","451","W (Wed)","Bye","24.5","1.75","null","0%"
"Ugo Amadi","SEA","S","452","W (Wed)","Bye","24.5","1.53","null","0%"
"Darryl Johnson","BUF","DE","453","W (Wed)","Bye","24.5","1.53","null","0%"
"David Long Jr.","TEN","LB","454","W (Wed)","Bye","24.5","1.75","null","0%"
"Jeff Heuerman","DEN","TE","455","FA","Bye","24.4","1.74","null","6%"
"T.J. Yeldon","BUF","RB","456","FA","Bye","24.2","4.03","null","6%"
"Dontrelle Inman","(N/A)","WR","457","FA","Bye","24.1","3.44","","0%"
"Orlando Scandrick","(N/A)","CB","458","W (Wed)","Bye","24","8","","0%"
"Armani Watts","KC","S","459","W (Wed)","Bye","24","1.5","null","0%"
"Troymaine Pope","(N/A)","RB","460","FA","Bye","23.8","1.7","","0%"
"Anthony Averett","BAL","CB","461","W (Wed)","Bye","23.75","2.64","null","0%"
"De'Vante Bausby","DEN","CB","462","W (Wed)","Bye","23.75","4.75","null","0%"
"Nick O'Leary","LV","TE","463","FA","Bye","23.4","1.95","null","0%"
"T.J. Logan","TB","RB","464","FA","Bye","23.05","1.92","null","0%"
"Tim Settle","WAS","DT","465","W (Wed)","Bye","23","1.53","null","0%"
"Josh Rosen","MIA","QB","466","FA","Bye","22.98","3.83","null","18%"
"Azeez Al-Shaair","SF","LB","467","W (Wed)","Bye","22.5","1.5","null","0%"
"Peter Kalambayi","HOU","LB","468","W (Wed)","Bye","22.5","1.41","null","0%"
"Harvey Langi","NYJ","LB","469","W (Wed)","Bye","22.5","1.41","null","0%"
"Tyler Matakevich","BUF","LB","470","W (Wed)","Bye","22.5","1.41","null","0%"
"Akeem Spence","(N/A)","DT","471","W (Wed)","Bye","22.5","1.5","","0%"
"Aqib Talib","(N/A)","CB","472","W (Wed)","Bye","22.5","4.5","","0%"
"Deionte Thompson","ARI","S","473","W (Wed)","Bye","22.5","2.05","null","0%"
"Porter Gustin","CLE","DE","474","W (Wed)","Bye","22.25","3.71","null","0%"
"Tyler Ervin","GB","RB","475","FA","Bye","22.2","2.22","null","6%"
"Jesse James","DET","TE","476","FA","Bye","22.2","1.39","null","0%"
"Holton Hill","MIN","CB","477","W (Wed)","Bye","22","2.75","null","0%"
"JoJo Natson","CLE","WR","478","FA","Bye","21.9","1.82","null","0%"
"Sharif Finch","(N/A)","LB","479","W (Wed)","Bye","21.75","2.72","","0%"
"RJ McIntosh","NYG","DT","480","W (Wed)","Bye","21.75","1.81","null","0%"
"Michael Walker","JAX","WR","481","FA","Bye","21.7","3.1","null","0%"
"Dane Cruikshank","TEN","S","482","W (Wed)","Bye","21.5","1.34","null","0%"
"Sheldon Day","IND","DT","483","W (Wed)","Bye","21.5","1.34","null","0%"
"Mario Edwards Jr.","NO","DE","484","W (Wed)","Bye","21.5","1.54","null","0%"
"Zach Sieler","MIA","DT","485","W (Wed)","Bye","21.5","3.07","null","0%"
"Aaron Colvin","(N/A)","CB","486","W (Wed)","Bye","21.25","3.04","","0%"
"Phillip Gaines","HOU","CB","487","W (Wed)","Bye","21.25","3.54","null","0%"
"Margus Hunt","(N/A)","DT","488","W (Wed)","Bye","21.25","1.33","","0%"
"Craig James","PHI","CB","489","W (Wed)","Bye","21.25","1.52","null","0%"
"Chris Odom","WAS","DE,LB","490","W (Wed)","Bye","21.25","5.31","null","0%"
"Jeremy Reaves","WAS","S","491","W (Wed)","Bye","21.25","2.36","null","0%"
"Kevin Toliver II","CHI","CB","492","W (Wed)","Bye","21.25","1.77","null","0%"
"Robert Tonyan","GB","TE","493","FA","Bye","21","1.91","null","6%"
"Marquis Haynes","CAR","LB","494","W (Wed)","Bye","21","1.91","null","0%"
"Ibraheim Campbell","(N/A)","S","495","W (Wed)","Bye","20.75","2.96","","0%"
"Duke Riley","PHI","LB","496","W (Wed)","Bye","20.75","1.3","null","0%"
"Jacob Tuioti-Mariner","ATL","DT","497","W (Wed)","Bye","20.75","2.59","null","0%"
"Jihad Ward","BAL","DT","498","W (Wed)","Bye","20.5","1.46","null","0%"
"Ryan Izzo","NE","TE","499","FA","Bye","20.4","3.4","null","6%"
"Hale Hentges","WAS","TE","500","FA","Bye","20.3","1.85","null","0%"
"Devaroe Lawrence","KC","DT","501","W (Wed)","Bye","20.25","1.84","null","0%"
"Isaac Rochell","LAC","DE","502","W (Wed)","Bye","20.25","1.27","null","0%"
"John Cominsky","ATL","DE","503","W (Wed)","Bye","20.12","2.01","null","0%"
"Marcell Dareus","(N/A)","DT","504","W (Wed)","Bye","20.12","3.35","","0%"
"Andrew Beck","DEN","TE","505","FA","Bye","20.04","1.25","null","0%"
"Seth DeValve","CAR","TE","506","FA","Bye","20","1.67","null","0%"
"Mike Ford","DET","CB","507","W (Wed)","Bye","20","1.33","null","0%"
"Devin Smith","DAL","WR","508","FA","Bye","19.8","4.95","null","6%"
"Tony Brown","CIN","CB","509","W (Wed)","Bye","19.75","2.19","null","0%"
"Wendell Smallwood","(N/A)","RB","510","FA","Bye","19.7","1.31","","0%"
"Tyrell Adams","HOU","LB","511","W (Wed)","Bye","19.5","3.9","null","0%"
"Jordan Dangerfield","PIT","S","512","W (Wed)","Bye","19.5","1.22","null","0%"
"Sherrick McManis","(N/A)","CB","513","W (Wed)","Bye","19.5","2.17","","0%"
"Mark Nzeocha","SF","LB","514","W (Wed)","Bye","19.5","1.22","null","0%"
"Ryan Smith","TB","CB","515","W (Wed)","Bye","19.5","1.62","null","0%"
"Nathan Shepherd","NYJ","DT","516","W (Wed)","Bye","19.25","2.14","null","0%"
"Joshua Perkins","PHI","TE","517","FA","Bye","19.2","3.84","null","0%"
"D'Ernest Johnson","CLE","RB","518","FA","Bye","19.1","1.19","null","0%"
"Olamide Zaccheaus","ATL","WR","519","FA","Bye","19","1.9","null","6%"
"Daren Bates","(N/A)","LB","520","W (Wed)","Bye","19","1.46","","0%"
"Corey Liuget","(N/A)","DT","521","W (Wed)","Bye","19","1.9","","0%"
"Bryan Cox Jr.","(N/A)","DE","522","W (Wed)","Bye","18.88","2.7","","0%"
"Keelan Doss","LV","WR","523","FA","Bye","18.8","2.35","null","6%"
"Nate Brooks","MIA","CB","524","W (Wed)","Bye","18.75","6.25","null","0%"
"Keion Crossen","HOU","CB","525","W (Wed)","Bye","18.75","1.17","null","0%"
"Clayton Fejedelem","MIA","S","526","W (Wed)","Bye","18.75","1.17","null","0%"
"Steve Longa","DET","LB","527","W (Wed)","Bye","18.75","1.88","null","0%"
"Rolan Milligan","IND","S","528","W (Wed)","Bye","18.75","1.7","null","0%"
"Akiem Hicks","CHI","DT","529","W (Wed)","Bye","18.5","3.7","null","0%"
"DeAndrew White","CAR","WR","530","FA","Bye","18.4","1.84","null","0%"
"Virgil Green","LAC","TE","531","FA","Bye","18.3","1.22","null","0%"
"Sheldon Rankins","NO","DT","532","W (Wed)","Bye","18","1.8","null","25%"
"Robert Griffin III","BAL","QB","533","FA","Bye","18","2.57","null","12%"
"Timmy Jernigan","HOU","DT","534","W (Wed)","Bye","18","1.8","null","0%"
"Aaron Lynch","(N/A)","LB","535","W (Wed)","Bye","18","1.12","","0%"
"MyCole Pruitt","TEN","TE","536","FA","Bye","18","1.12","null","0%"
"AJ McCarron","HOU","QB","537","FA","Bye","17.9","8.95","null","0%"
"Frankie Luvu","NYJ","LB","538","W (Wed)","Bye","17.75","1.37","null","0%"
"Jesper Horsted","CHI","TE","539","FA","Bye","17.7","2.95","null","0%"
"Greg Gaines","LAR","DT","540","W (Wed)","Bye","17.62","1.76","null","0%"
"Andrew Brown","CIN","DE","541","W (Wed)","Bye","17.5","1.25","null","0%"
"Morris Claiborne","(N/A)","CB","542","W (Wed)","Bye","17.5","2.19","","0%"
"Jordan Evans","CIN","LB","543","W (Wed)","Bye","17.5","1.09","null","0%"
"Mack Hollins","MIA","WR","544","FA","Bye","17.5","1.09","null","0%"
"Isaiah Irving","CHI","LB","545","W (Wed)","Bye","17.5","1.35","null","0%"
"Anthony Levine Sr.","BAL","S","546","W (Wed)","Bye","17.5","1.09","null","0%"
"David Long Jr.","LAR","CB","547","W (Wed)","Bye","17.5","2.19","null","0%"
"Justin March","DAL","LB","548","W (Wed)","Bye","17.5","1.09","null","0%"
"A.J. Moore Jr.","HOU","S","549","W (Wed)","Bye","17.5","1.09","null","0%"
"Keisean Nixon","LV","CB","550","W (Wed)","Bye","17.5","1.25","null","0%"
"Domata Peko Sr.","(N/A)","DT","551","W (Wed)","Bye","17.5","2.5","","0%"
"Tavierre Thomas","CLE","CB","552","W (Wed)","Bye","17.5","1.09","null","0%"
"Isaiah Mack","TEN","DT","553","W (Wed)","Bye","17.38","1.34","null","0%"
"Trey Edmunds","PIT","RB","554","FA","Bye","17","1.55","null","0%"
"Dennis Gardeck","ARI","LB","555","W (Wed)","Bye","17","1.21","null","0%"
"Tae Hayes","MIA","CB","556","W (Wed)","Bye","17","5.67","null","0%"
"Cody Parkey","(N/A)","K","557","FA","Bye","17","5.67","","0%"
"Jullian Taylor","SF","DT","558","W (Wed)","Bye","17","2.83","null","0%"
"Deon Cain","PIT","WR","559","FA","Bye","16.9","1.3","null","12%"
"Hassan Ridgeway","PHI","DT","560","W (Wed)","Bye","16.75","2.39","null","0%"
"Daniel Brown","NYJ","TE","561","FA","Bye","16.7","1.04","null","0%"
"Olasunkanmi Adeniyi","PIT","LB","562","W (Wed)","Bye","16.5","1.03","null","0%"
"Carl Granderson","NO","DE","563","W (Wed)","Bye","16.5","2.06","null","0%"
"Ryan Switzer","PIT","WR","564","FA","Bye","16.45","1.83","null","0%"
"Cameron Wake","(N/A)","LB","565","W (Wed)","Bye","16.38","1.82","","0%"
"Deshazor Everett","WAS","S","566","W (Wed)","Bye","16.25","2.32","null","0%"
"Ben Gedeon","MIN","LB","567","W (Wed)","Bye","16.25","2.03","null","0%"
"Danny Johnson","WAS","CB","568","W (Wed)","Bye","16.25","8.12","null","0%"
"Dean Marlowe","BUF","S","569","W (Wed)","Bye","16.25","1.81","null","0%"
"Anthony Rush","PHI","DT","570","W (Wed)","Bye","16.25","1.81","null","0%"
"Tyler Kroft","BUF","TE","571","FA","Bye","16.1","1.46","null","6%"
"TJ Jones","(N/A)","WR","572","FA","Bye","16.1","5.37","","0%"
"Nate Ebner","NYG","S","573","W (Wed)","Bye","16","1.14","null","0%"
"Treyvon Hester","(N/A)","DT","574","W (Wed)","Bye","16","1.07","","0%"
"Tanner Vallejo","ARI","LB","575","W (Wed)","Bye","16","1.45","null","0%"
"Brandon Zylstra","CAR","WR","576","FA","Bye","15.9","1.99","null","0%"
"Chris Board","BAL","LB","577","W (Wed)","Bye","15.75","1.05","null","0%"
"Anthony Nelson","TB","LB","578","W (Wed)","Bye","15.75","1.75","null","0%"
"Derick Roberson","TEN","LB","579","W (Wed)","Bye","15.75","5.25","null","0%"
"Dee Virgin","DET","CB","580","W (Wed)","Bye","15.75","1.05","null","0%"
"Kyle Love","(N/A)","DT","581","W (Wed)","Bye","15.5","1.03","","0%"
"Olsen Pierre","(N/A)","DT","582","W (Wed)","Bye","15.5","1.72","","0%"
"Tommy Sweeney","BUF","TE","583","FA","Bye","15.4","2.57","null","0%"
"Trey Burton","CHI","TE","584","FA","Bye","15.4","1.92","null","18%"
"Mike Daniels","(N/A)","DT","585","W (Wed)","Bye","15.25","1.69","","0%"
"Devontae Booker","(N/A)","RB","586","FA","Bye","15.2","0.95","","0%"
"Wes Hills","DET","RB","587","FA","Bye","15.2","15.2","null","0%"
"Alec Ingold","LV","RB","588","FA","Bye","15.1","0.94","null","0%"
"Chris Banjo","ARI","S","589","W (Wed)","Bye","15","1.15","null","0%"
"Deon Bush","CHI","S","590","W (Wed)","Bye","15","1","null","0%"
"Jamal Carter","ATL","S","591","W (Wed)","Bye","15","1.36","null","0%"
"Tae Davis","CLE","LB","592","W (Wed)","Bye","15","1.15","null","0%"
"Cre'von LeBlanc","PHI","CB","593","W (Wed)","Bye","15","3.75","null","0%"
"Ben Braunecker","CHI","TE","594","FA","Bye","14.9","1.35","null","0%"
"Jordan Willis","NYJ","DE","595","W (Wed)","Bye","14.75","1.64","null","0%"
"Patrick Ricard","BAL","RB","596","FA","Bye","14.7","0.92","null","0%"
"Christian Blake","ATL","WR","597","FA","Bye","14.6","1.62","null","0%"
"Jamal Agnew","DET","CB","598","W (Wed)","Bye","14.5","1.12","null","0%"
"Shilique Calhoun","NE","LB","599","W (Wed)","Bye","14.5","0.97","null","0%"
"Rakeem Nunez-Roches","TB","DT","600","W (Wed)","Bye","14.5","0.91","null","0%"
"Dion Jordan","(N/A)","DE","601","W (Wed)","Bye","14.25","2.04","","0%"
"J.P. Holtz","CHI","TE","602","FA","Bye","13.95","0.93","null","6%"
"Rashard Higgins","(N/A)","WR","603","FA","Bye","13.9","1.39","","6%"
"Beau Allen","NE","DT","604","W (Wed)","Bye","13.88","1.07","null","0%"
"Oren Burks","GB","LB","605","W (Wed)","Bye","13.75","1.15","null","25%"
"Maurice Alexander","(N/A)","LB","606","W (Wed)","Bye","13.75","1.96","","0%"
"Stephen Carlson","CLE","TE","607","FA","Bye","13.75","1.53","null","0%"
"Bryce Hager","(N/A)","LB","608","W (Wed)","Bye","13.75","2.75","","0%"
"Justin Hardee Sr.","NO","CB","609","W (Wed)","Bye","13.75","0.86","null","0%"
"Josh Jackson","GB","CB","610","W (Wed)","Bye","13.75","0.98","null","0%"
"Marquel Lee","LV","LB","611","W (Wed)","Bye","13.75","2.75","null","0%"
"Coty Sensabaugh","(N/A)","CB","612","W (Wed)","Bye","13.75","2.29","","0%"
"Robert Spillane","PIT","LB","613","W (Wed)","Bye","13.75","1.72","null","0%"
"Darian Stewart","(N/A)","S","614","W (Wed)","Bye","13.75","1.06","","0%"
"Kayvon Webster","(N/A)","CB","615","W (Wed)","Bye","13.75","6.88","","0%"
"Quincy Wilson","IND","CB","616","W (Wed)","Bye","13.75","1.53","null","0%"
